tenure_months,day_of_month,invoice_amount,avg_ticket,gateway_error_code,card_brand,payment_history_score,failure_count_90d,hour_of_day,day_of_week,attempt_count,ltv_estimated,recovered
30,19,578.3,535.7,insufficient_funds,mastercard,0.646,3,15,3,1,1205.32,1
28,22,49.01,54.12,insufficient_funds,mastercard,0.557,6,21,4,1,113.23,0
18,4,58.47,50.67,insufficient_funds,elo,0.755,1,20,4,4,66.88,1
61,9,408.1,380.22,insufficient_funds,visa,0.868,3,17,6,1,1836.15,1
3,1,225.12,198.66,processing_error,amex,0.571,1,1,4,1,225.12,0
5,15,198.96,195.8,generic_decline,mastercard,0.578,3,16,3,4,198.96,0
24,14,57.88,60.26,insufficient_funds,mastercard,0.726,2,23,1,2,107.26,1
0,23,265.74,268.21,insufficient_funds,hipercard,0.46,2,15,6,1,265.74,1
4,6,199.51,218.14,insufficient_funds,visa,0.555,0,16,1,1,199.51,0
16,19,115.67,118.01,insufficient_funds,amex,0.704,3,4,4,1,137.94,1
52,10,58.14,53.48,expired_card,elo,0.564,4,12,2,2,217.07,0
39,12,107.47,108.64,do_not_honor,hipercard,0.568,2,17,3,3,323.07,0
20,22,422.74,452.61,insufficient_funds,visa,0.691,1,21,2,2,666.34,0
45,3,36.99,37.02,insufficient_funds,visa,0.715,2,19,2,1,128.41,1
10,11,48.04,47.2,expired_card,visa,0.546,1,21,2,1,48.04,1
23,12,55.96,56.45,insufficient_funds,elo,0.511,3,20,5,2,96.11,0
27,22,67.86,68.84,do_not_honor,visa,0.684,0,17,3,1,138.63,0
19,6,96.39,90.91,do_not_honor,visa,0.548,1,16,3,2,126.91,1
64,28,229.04,253.38,insufficient_funds,hipercard,0.849,0,13,3,4,1283.79,0
2,31,147.27,134.36,expired_card,mastercard,0.673,0,20,2,2,147.27,1
55,25,103.18,88.72,processing_error,visa,0.928,1,14,5,2,382.91,1
4,9,125.02,134.08,insufficient_funds,elo,0.638,0,16,3,3,125.02,0
3,20,170.15,187.62,insufficient_funds,visa,0.513,3,23,3,1,170.15,1
0,3,21.95,22.89,generic_decline,mastercard,0.517,4,12,0,2,21.95,0
8,26,253.23,250.87,insufficient_funds,visa,0.283,1,14,1,3,253.23,0
58,16,46.91,53.6,expired_card,mastercard,0.842,0,8,5,3,245.25,0
2,6,65.92,63.36,insufficient_funds,visa,0.412,3,13,5,1,65.92,1
3,10,132.27,128.54,insufficient_funds,elo,0.643,2,22,2,1,132.27,1
53,24,91.42,93.92,processing_error,visa,0.74,0,12,1,1,389.23,1
7,26,150.65,147.51,card_declined,visa,0.655,4,21,5,3,150.65,0
64,16,110.87,112.71,expired_card,hipercard,0.88,1,16,6,2,571.06,0
2,15,75.59,86.17,insufficient_funds,elo,0.563,1,16,4,2,75.59,0
22,23,380.09,350.16,processing_error,mastercard,0.575,1,23,2,1,569.2,1
14,25,183.35,164.02,insufficient_funds,hipercard,0.466,1,15,3,1,183.35,1
18,24,127.84,124.91,expired_card,visa,0.454,3,13,6,1,164.88,1
49,12,180.83,181.05,insufficient_funds,mastercard,0.691,1,17,0,1,688.77,1
4,19,52.24,55.58,expired_card,amex,0.493,1,15,0,4,52.24,0
7,25,674.69,766.82,expired_card,mastercard,0.588,0,15,6,2,674.69,0
0,5,37.2,39.31,insufficient_funds,visa,0.408,2,22,3,2,37.2,0
10,12,108.09,123.89,insufficient_funds,elo,0.615,3,19,4,2,108.09,0
32,2,75.79,70.02,insufficient_funds,visa,0.771,2,14,0,2,168.67,1
40,13,73.28,66.88,card_declined,visa,0.557,0,10,4,4,204.36,1
33,24,65.29,61.5,expired_card,elo,0.79,1,8,3,4,153.06,0
7,6,49.25,53.49,do_not_honor,visa,0.468,0,11,2,1,49.25,0
32,16,280.9,254.48,insufficient_funds,visa,0.831,2,23,4,1,613.01,0
1,2,33.52,30.46,insufficient_funds,visa,0.353,2,9,6,1,33.52,0
4,27,234.18,227.98,insufficient_funds,visa,0.491,1,23,6,4,234.18,0
40,25,173.9,164.38,insufficient_funds,mastercard,0.686,2,17,0,3,502.27,1
0,16,69.69,72.75,expired_card,elo,0.382,0,15,0,4,69.69,1
0,22,156.89,175.25,insufficient_funds,mastercard,0.485,3,21,3,1,156.89,0
68,4,84.96,75.75,insufficient_funds,elo,0.868,1,13,4,2,407.79,1
5,25,36.76,37.28,insufficient_funds,visa,0.511,3,6,6,1,36.76,0
17,22,37.11,32.53,insufficient_funds,visa,0.519,2,10,4,1,40.48,0
0,4,174.97,160.35,card_declined,hipercard,0.38,4,20,5,3,174.97,1
44,30,167.09,157.52,insufficient_funds,mastercard,0.663,2,16,4,2,533.29,0
5,1,121.19,124.07,generic_decline,visa,0.52,1,15,2,2,121.19,1
53,19,69.04,70.18,insufficient_funds,hipercard,0.62,3,19,2,1,290.85,0
2,6,82.54,86.08,insufficient_funds,mastercard,0.596,1,15,4,1,82.54,1
55,22,73.2,80.2,insufficient_funds,mastercard,0.791,1,15,4,1,346.14,1
0,3,20.71,18.77,processing_error,visa,0.644,0,22,2,1,20.71,0
18,3,103.21,110.75,insufficient_funds,mastercard,0.511,1,16,1,1,146.19,1
14,15,155.48,163.27,generic_decline,visa,0.393,2,17,0,1,166.35,0
30,31,103.8,90.71,card_declined,mastercard,0.745,1,17,0,2,204.1,0
49,9,470.57,448.65,expired_card,elo,0.839,0,12,0,2,1706.8,0
51,18,40.05,34.38,expired_card,mastercard,0.504,2,23,4,1,136.62,0
2,16,54.33,47.65,insufficient_funds,visa,0.579,3,3,3,1,54.33,1
0,25,110.01,102.87,insufficient_funds,visa,0.343,1,13,6,3,110.01,0
39,9,121.38,112.03,do_not_honor,elo,0.783,3,13,0,1,333.15,0
5,17,18.06,20.23,processing_error,amex,0.628,1,23,6,1,18.06,1
60,28,166.96,186.68,insufficient_funds,visa,0.967,2,17,2,1,886.73,0
2,11,121.87,124.72,insufficient_funds,visa,0.396,2,14,5,1,121.87,1
0,14,14.88,15.93,insufficient_funds,mastercard,0.454,0,13,1,1,14.88,1
6,26,88.12,101.33,card_declined,elo,0.393,0,8,1,1,88.12,0
1,11,47.66,46.38,insufficient_funds,amex,0.529,4,1,0,1,47.66,0
71,12,65.35,65.79,expired_card,mastercard,0.826,3,10,2,1,369.79,0
62,9,29.78,31.13,insufficient_funds,visa,0.797,0,15,2,2,152.8,1
48,24,141.47,159.32,do_not_honor,elo,0.885,0,12,1,2,592.67,0
33,28,467.49,509.15,insufficient_funds,amex,0.516,0,23,6,1,1267.15,0
4,19,123.7,107.54,insufficient_funds,visa,0.33,1,12,5,1,123.7,0
33,19,14.36,15.28,generic_decline,mastercard,0.742,1,21,0,2,38.03,1
22,12,125.98,116.6,card_declined,visa,0.707,3,21,2,1,189.54,1
19,1,82.23,76.18,insufficient_funds,visa,0.681,2,11,1,4,106.35,1
50,6,36.76,37.28,do_not_honor,amex,0.805,2,11,6,1,144.98,0
26,5,133.82,141.7,insufficient_funds,visa,0.672,1,18,3,2,274.27,1
56,4,213.56,191.73,insufficient_funds,elo,0.897,3,23,6,1,844.04,1
33,20,53.98,50.98,insufficient_funds,visa,0.676,0,16,2,1,126.88,1
37,5,22.7,24.17,insufficient_funds,visa,0.787,1,14,4,1,67.94,1
34,4,16.37,14.66,card_declined,mastercard,0.636,2,1,0,1,37.66,0
2,12,54.11,59.79,expired_card,visa,0.473,4,20,0,1,54.11,0
33,8,85.14,84.02,insufficient_funds,mastercard,0.495,1,11,4,2,209.1,0
38,5,61.81,63.4,processing_error,visa,0.86,3,10,3,1,183.37,1
7,5,53.27,46.56,insufficient_funds,elo,0.449,2,11,6,1,53.27,1
13,8,161.88,183.95,insufficient_funds,hipercard,0.603,2,18,4,1,173.71,0
60,16,147.46,165.49,insufficient_funds,mastercard,0.935,0,14,1,2,786.08,1
5,24,116.71,105.86,card_declined,visa,0.436,2,20,3,1,116.71,0
9,25,201.88,211.76,insufficient_funds,elo,0.692,1,8,0,2,201.88,0
39,23,54.57,59.37,generic_decline,visa,0.701,1,18,4,2,176.55,0
13,19,36.97,32.78,do_not_honor,visa,0.439,1,21,0,1,36.97,0
0,27,61.46,62.89,processing_error,amex,0.632,1,21,2,2,61.46,1
21,16,57.81,63.89,card_declined,visa,0.521,3,10,0,1,98.95,0
7,19,15.8,15.83,expired_card,mastercard,0.472,1,17,4,1,15.8,1
2,13,60.21,67.86,do_not_honor,visa,0.507,0,23,4,1,60.21,0
12,10,260.82,225.44,expired_card,elo,0.659,4,20,0,4,260.82,0
19,11,199.1,224.14,insufficient_funds,mastercard,0.667,0,21,1,1,312.89,1
63,5,155.85,178.16,insufficient_funds,mastercard,0.929,1,22,1,3,888.57,1
0,24,109.87,98.53,processing_error,mastercard,0.693,1,9,6,2,109.87,0
34,2,354.06,346.73,insufficient_funds,visa,0.742,0,10,6,3,890.71,1
6,20,38.12,39.5,processing_error,visa,0.657,2,20,2,3,38.12,0
2,26,41.49,46.38,generic_decline,elo,0.596,3,20,5,1,41.49,0
1,16,265.37,238.26,insufficient_funds,amex,0.421,2,8,0,2,265.37,1
9,3,100.18,95.19,insufficient_funds,elo,0.492,0,21,0,1,100.18,0
11,14,53.85,58.66,insufficient_funds,elo,0.729,3,13,4,1,53.85,0
0,11,159.6,155.29,insufficient_funds,mastercard,0.473,0,22,6,4,159.6,0
5,30,66.22,68.3,expired_card,mastercard,0.665,1,7,0,1,66.22,1
3,21,46.45,47.29,insufficient_funds,mastercard,0.448,0,17,5,1,46.45,0
47,22,45.32,51.75,insufficient_funds,visa,0.75,3,23,0,2,188.16,1
8,16,130.06,116.07,expired_card,mastercard,0.6,2,16,2,2,130.06,0
2,22,117.36,133.15,insufficient_funds,visa,0.677,3,9,5,1,117.36,0
2,22,376.05,383.29,insufficient_funds,visa,0.329,2,8,3,2,376.05,0
0,3,75.54,84.7,insufficient_funds,elo,0.523,2,16,4,3,75.54,0
56,7,74.41,65.88,processing_error,visa,0.783,1,19,1,1,290.02,0
6,1,351.15,366.06,insufficient_funds,elo,0.655,2,20,4,3,351.15,0
16,16,234.62,258.56,insufficient_funds,hipercard,0.399,2,16,5,3,302.23,0
0,26,111.18,120.75,insufficient_funds,amex,0.405,2,13,1,3,111.18,0
54,18,24.43,20.84,card_declined,elo,0.92,1,8,1,3,88.15,1
0,16,47.52,46.84,card_declined,amex,0.527,4,18,0,2,47.52,0
27,28,38.32,33.9,insufficient_funds,visa,0.801,2,16,2,1,68.27,1
45,6,100.97,90.45,expired_card,elo,0.76,5,12,0,3,313.75,0
56,3,62.23,66.08,card_declined,mastercard,0.745,1,23,3,2,290.9,0
39,28,405.96,461.57,do_not_honor,hipercard,0.452,1,16,1,1,1372.59,0
65,27,24.2,25.17,expired_card,mastercard,0.538,1,20,6,1,129.52,1
13,21,34.84,30.68,card_declined,mastercard,0.611,1,17,6,1,34.84,1
5,8,121.47,112.14,insufficient_funds,elo,0.448,1,10,3,3,121.47,0
22,29,155.34,149.7,insufficient_funds,elo,0.713,4,22,6,1,243.35,0
47,24,9.82,8.72,do_not_honor,visa,0.831,0,16,6,2,31.71,0
2,20,20.92,23.1,insufficient_funds,mastercard,0.298,1,17,3,1,20.92,0
2,7,77.34,70.25,insufficient_funds,mastercard,0.63,0,16,2,1,77.34,1
2,16,326.02,289.79,card_declined,mastercard,0.297,1,20,6,2,326.02,0
1,25,522.85,558.25,do_not_honor,hipercard,0.368,3,23,1,4,522.85,0
15,26,67.64,60.07,insufficient_funds,mastercard,0.649,3,13,1,1,67.64,1
9,17,84.0,81.74,do_not_honor,amex,0.532,0,21,4,2,84.0,1
1,16,46.48,46.7,insufficient_funds,visa,0.451,2,9,0,1,46.48,1
46,22,171.55,149.95,do_not_honor,visa,0.689,3,14,0,1,532.66,0
31,16,380.01,386.37,do_not_honor,visa,0.734,3,22,3,1,899.97,1
1,13,298.31,296.53,card_declined,mastercard,0.586,3,16,0,1,298.31,0
7,4,95.26,100.07,do_not_honor,elo,0.584,2,3,5,1,95.26,0
13,4,46.41,42.5,generic_decline,mastercard,0.478,3,14,6,2,46.41,1
4,24,98.46,94.23,do_not_honor,mastercard,0.536,1,18,3,3,98.46,0
24,1,333.27,349.23,insufficient_funds,mastercard,0.495,2,13,0,1,621.63,0
17,2,68.49,58.95,insufficient_funds,hipercard,0.707,1,11,1,1,73.35,1
10,27,19.49,17.24,insufficient_funds,visa,0.535,0,20,3,1,19.49,1
62,22,70.99,66.38,insufficient_funds,visa,0.889,2,11,0,2,325.82,1
7,1,76.29,67.28,expired_card,mastercard,0.491,0,11,2,1,76.29,1
2,10,19.39,16.71,insufficient_funds,elo,0.317,2,18,1,4,19.39,1
0,24,120.12,137.68,generic_decline,visa,0.305,0,18,3,1,120.12,0
1,13,153.22,151.19,insufficient_funds,visa,0.574,2,0,6,2,153.22,0
1,15,510.07,515.22,insufficient_funds,mastercard,0.499,2,16,6,3,510.07,0
3,15,29.93,27.73,insufficient_funds,visa,0.642,1,7,0,2,29.93,1
2,6,187.04,159.42,insufficient_funds,visa,0.564,1,22,0,2,187.04,1
2,22,230.73,248.08,insufficient_funds,visa,0.553,2,19,4,2,230.73,1
45,4,155.09,165.5,expired_card,visa,0.564,1,19,0,3,574.08,1
1,16,39.97,45.64,insufficient_funds,mastercard,0.441,4,19,3,2,39.97,0
0,6,37.96,32.51,processing_error,elo,0.608,2,10,4,2,37.96,0
59,2,106.56,94.96,insufficient_funds,visa,0.809,1,9,2,1,442.76,1
18,5,105.9,112.64,card_declined,mastercard,0.554,1,15,2,4,148.68,0
0,26,59.47,56.44,card_declined,mastercard,0.227,0,18,2,4,59.47,0
48,6,307.9,267.61,insufficient_funds,visa,0.627,0,23,1,2,995.51,1
2,9,68.47,64.38,insufficient_funds,elo,0.608,3,12,2,2,68.47,1
17,5,18.18,15.93,processing_error,visa,0.643,0,22,5,2,19.82,1
2,23,80.11,88.22,card_declined,hipercard,0.537,5,8,5,1,80.11,0
10,14,149.76,166.69,insufficient_funds,mastercard,0.542,1,13,3,2,149.76,1
70,28,132.44,137.88,card_declined,visa,0.805,0,14,1,2,764.08,1
0,20,131.54,127.03,insufficient_funds,amex,0.586,1,13,2,2,131.54,0
7,16,368.53,398.25,insufficient_funds,mastercard,0.646,0,21,4,1,368.53,0
21,20,36.31,37.74,insufficient_funds,visa,0.748,3,14,3,1,58.45,1
68,2,67.09,72.97,card_declined,visa,0.703,1,20,0,1,392.82,1
2,28,385.63,386.89,insufficient_funds,mastercard,0.445,1,22,4,2,385.63,0
1,29,17.03,19.37,expired_card,elo,0.548,2,15,0,1,17.03,0
2,9,93.2,87.33,insufficient_funds,mastercard,0.395,2,14,6,3,93.2,0
3,19,291.21,300.31,insufficient_funds,amex,0.337,2,0,1,4,291.21,0
25,6,287.38,313.94,insufficient_funds,hipercard,0.61,0,19,0,2,583.19,1
11,17,175.7,196.46,insufficient_funds,visa,0.468,4,23,3,1,175.7,1
7,24,179.7,203.78,processing_error,amex,0.602,2,11,4,2,179.7,0
29,28,38.77,37.55,card_declined,visa,0.764,2,23,4,1,81.52,0
1,11,331.02,350.82,insufficient_funds,hipercard,0.535,2,23,1,1,331.02,1
4,21,33.66,31.54,insufficient_funds,visa,0.636,5,18,3,1,33.66,0
1,22,35.49,37.08,insufficient_funds,visa,0.504,2,17,4,1,35.49,1
26,7,137.96,124.89,do_not_honor,mastercard,0.568,1,21,5,4,241.73,1
61,19,63.08,61.59,insufficient_funds,visa,0.94,1,23,3,2,297.43,0
0,20,117.45,132.26,processing_error,elo,0.43,1,17,0,4,117.45,0
9,24,143.32,156.69,insufficient_funds,visa,0.392,1,0,2,1,143.32,1
6,31,474.33,473.83,expired_card,mastercard,0.563,2,19,4,1,474.33,0
16,2,143.69,128.47,expired_card,amex,0.616,1,12,0,1,150.17,0
43,6,56.43,54.71,expired_card,mastercard,0.735,1,15,6,2,180.69,1
58,5,178.27,158.95,insufficient_funds,mastercard,0.918,1,17,1,3,727.28,1
48,5,46.69,40.65,insufficient_funds,hipercard,0.778,1,14,0,4,151.22,1
16,15,219.98,246.81,insufficient_funds,visa,0.647,0,9,0,1,288.49,0
4,26,103.52,103.25,generic_decline,visa,0.572,1,16,1,1,103.52,1
30,15,139.52,122.33,insufficient_funds,visa,0.632,1,15,5,1,275.24,1
6,20,20.1,21.41,card_declined,visa,0.403,3,23,4,1,20.1,0
5,12,13.24,11.55,generic_decline,visa,0.603,2,8,0,2,13.24,0
0,10,25.76,24.96,expired_card,mastercard,0.39,2,21,6,2,25.76,0
11,25,460.89,423.6,insufficient_funds,visa,0.629,2,15,4,2,460.89,0
8,20,35.25,31.7,insufficient_funds,mastercard,0.649,3,11,3,4,35.25,1
40,12,187.34,189.23,card_declined,elo,0.86,1,12,0,3,578.2,0
45,27,55.27,58.91,do_not_honor,mastercard,0.782,2,0,6,2,204.34,0
6,16,78.98,78.68,generic_decline,mastercard,0.587,0,16,3,1,78.98,0
52,6,93.94,102.98,insufficient_funds,visa,0.892,1,22,0,3,417.98,1
3,15,420.97,473.68,do_not_honor,elo,0.513,1,19,3,1,420.97,1
0,20,164.29,179.43,insufficient_funds,mastercard,0.543,2,12,0,1,164.29,1
1,12,137.61,156.46,expired_card,elo,0.288,1,13,0,1,137.61,0
2,25,309.28,349.09,insufficient_funds,mastercard,0.626,2,12,1,1,309.28,1
60,16,55.7,61.26,insufficient_funds,mastercard,0.527,1,9,2,1,290.98,0
8,15,252.5,236.79,expired_card,visa,0.583,2,10,5,1,252.5,1
52,26,217.68,196.41,insufficient_funds,visa,0.771,2,18,4,2,797.21,0
3,15,215.49,230.17,generic_decline,mastercard,0.572,1,16,4,1,215.49,1
35,13,85.17,94.0,insufficient_funds,mastercard,0.402,1,12,0,4,249.03,1
7,4,66.28,72.7,do_not_honor,mastercard,0.315,0,12,1,2,66.28,0
42,12,45.14,47.08,insufficient_funds,elo,0.8,3,19,2,1,151.6,0
55,13,47.72,52.44,insufficient_funds,visa,0.916,2,8,6,3,226.33,1
7,6,43.29,45.98,insufficient_funds,amex,0.462,2,11,4,4,43.29,1
7,17,135.41,142.13,card_declined,amex,0.561,1,13,1,1,135.41,1
23,5,79.8,68.95,processing_error,visa,0.469,1,22,0,1,117.4,1
4,7,143.4,141.7,insufficient_funds,visa,0.692,0,20,0,3,143.4,1
61,17,150.77,129.69,insufficient_funds,mastercard,0.858,2,8,1,1,626.29,1
4,8,38.13,33.47,insufficient_funds,visa,0.656,2,16,4,3,38.13,0
6,19,37.13,37.59,expired_card,visa,0.695,1,21,0,1,37.13,1
3,21,79.78,68.95,expired_card,mastercard,0.671,0,16,0,1,79.78,1
39,9,49.1,55.19,processing_error,mastercard,0.779,0,15,3,2,164.12,1
47,4,44.72,44.05,insufficient_funds,visa,0.812,1,22,1,1,160.16,1
0,16,440.84,467.29,insufficient_funds,hipercard,0.631,1,19,1,3,440.84,1
1,4,25.04,22.39,insufficient_funds,visa,0.46,2,15,6,2,25.04,0
6,16,589.63,651.12,do_not_honor,visa,0.653,0,10,5,4,589.63,1
18,23,126.34,125.51,expired_card,visa,0.593,5,10,5,1,165.67,0
6,19,234.74,238.88,insufficient_funds,amex,0.38,0,11,0,1,234.74,0
19,15,211.4,220.82,processing_error,amex,0.713,1,16,6,1,308.26,1
3,28,169.09,171.11,expired_card,visa,0.44,2,16,3,2,169.09,0
7,4,427.78,435.89,insufficient_funds,elo,0.316,2,17,0,2,427.78,1
36,26,37.37,40.11,insufficient_funds,visa,0.572,2,10,1,1,109.5,1
1,24,85.07,92.89,processing_error,visa,0.594,1,16,0,1,85.07,0
5,13,45.82,43.16,card_declined,visa,0.336,2,17,1,1,45.82,0
1,5,21.67,24.41,insufficient_funds,elo,0.282,2,21,0,1,21.67,1
34,5,54.33,51.95,insufficient_funds,mastercard,0.53,0,12,1,1,133.45,1
8,28,515.83,480.6,insufficient_funds,mastercard,0.48,0,12,0,1,515.83,1
0,7,83.79,79.05,card_declined,visa,0.335,2,23,1,2,83.79,0
17,26,569.27,545.11,insufficient_funds,amex,0.727,4,7,2,3,678.28,0
63,16,623.43,589.19,insufficient_funds,hipercard,0.735,2,15,6,1,2938.59,1
64,15,1312.67,1448.04,insufficient_funds,visa,0.978,2,22,1,1,7336.74,1
1,19,531.15,540.89,generic_decline,mastercard,0.629,2,16,5,2,531.15,0
12,7,794.04,905.44,insufficient_funds,mastercard,0.663,3,16,5,3,794.04,1
6,14,130.48,114.19,insufficient_funds,hipercard,0.651,1,12,3,1,130.48,0
3,28,119.73,123.82,insufficient_funds,mastercard,0.569,1,19,2,3,119.73,1
5,7,127.02,111.63,card_declined,visa,0.514,1,23,2,1,127.02,0
1,28,97.75,96.54,do_not_honor,visa,0.438,0,15,6,2,97.75,0
39,31,111.65,107.72,generic_decline,mastercard,0.581,0,21,6,2,320.33,0
5,2,190.67,201.01,insufficient_funds,mastercard,0.292,0,1,4,2,190.67,1
52,16,64.63,69.39,insufficient_funds,visa,0.893,1,21,6,2,281.65,0
36,6,28.75,26.49,insufficient_funds,elo,0.637,0,23,5,2,72.32,1
29,19,135.02,122.61,processing_error,amex,0.593,1,21,4,4,266.18,1
0,31,52.82,51.54,expired_card,mastercard,0.477,3,8,1,4,52.82,0
2,27,57.91,53.43,insufficient_funds,mastercard,0.629,1,17,2,1,57.91,0
18,28,86.11,90.67,insufficient_funds,mastercard,0.275,0,8,1,1,119.68,1
0,7,70.23,70.6,insufficient_funds,mastercard,0.52,0,7,4,1,70.23,0
67,17,262.03,287.73,card_declined,visa,0.817,1,8,1,1,1526.17,0
2,7,84.29,96.46,insufficient_funds,mastercard,0.282,4,9,4,2,84.29,1
13,27,274.03,264.01,insufficient_funds,mastercard,0.522,1,16,1,1,274.03,1
0,6,117.38,131.89,insufficient_funds,hipercard,0.516,2,19,0,2,117.38,1
14,5,90.36,97.87,insufficient_funds,visa,0.655,4,10,6,2,99.72,1
28,1,112.5,100.66,insufficient_funds,visa,0.76,1,0,2,1,210.6,1
3,6,31.03,34.16,card_declined,mastercard,0.453,2,14,1,1,31.03,1
2,6,131.99,131.26,card_declined,elo,0.58,4,14,3,1,131.99,1
18,3,207.83,220.87,expired_card,mastercard,0.317,1,15,0,1,291.55,1
2,26,235.7,250.03,insufficient_funds,visa,0.295,2,16,0,1,235.7,1
0,24,29.41,32.82,do_not_honor,mastercard,0.4,2,23,0,1,29.41,1
3,8,25.36,27.35,do_not_honor,visa,0.327,1,12,6,1,25.36,0
5,24,60.68,66.59,expired_card,mastercard,0.471,1,16,5,1,60.68,1
20,14,334.42,316.45,expired_card,mastercard,0.626,1,21,5,1,465.88,1
66,24,118.95,135.83,processing_error,mastercard,0.971,2,14,3,2,709.71,0
1,10,49.12,51.5,card_declined,mastercard,0.364,2,0,3,2,49.12,1
53,17,26.89,29.1,insufficient_funds,visa,0.783,1,13,1,1,120.6,0
1,12,53.24,58.97,insufficient_funds,mastercard,0.148,0,18,3,1,53.24,1
49,6,50.14,44.48,insufficient_funds,hipercard,0.664,3,10,3,1,169.22,0
0,17,224.42,213.41,processing_error,mastercard,0.602,2,18,5,2,224.42,0
66,23,240.29,264.51,expired_card,elo,0.551,1,5,5,1,1382.06,0
51,23,38.47,43.34,generic_decline,mastercard,0.781,0,18,5,1,172.22,1
1,12,190.84,205.5,insufficient_funds,elo,0.461,0,15,6,2,190.84,1
8,16,174.25,173.33,insufficient_funds,visa,0.615,1,18,6,1,174.25,1
4,24,34.28,31.72,card_declined,hipercard,0.599,0,1,1,1,34.28,1
3,2,90.74,91.42,do_not_honor,visa,0.658,2,23,1,2,90.74,0
10,3,132.31,128.23,do_not_honor,visa,0.642,2,16,2,4,132.31,0
3,12,113.0,126.07,insufficient_funds,visa,0.649,1,18,0,1,113.0,1
4,7,21.39,21.82,generic_decline,mastercard,0.527,1,20,5,1,21.39,1
11,12,109.83,106.27,generic_decline,mastercard,0.454,0,4,2,1,109.83,1
2,4,172.02,171.94,generic_decline,mastercard,0.346,1,10,0,1,172.02,0
16,18,397.64,449.36,expired_card,visa,0.606,0,10,2,2,525.25,0
57,20,53.96,55.79,processing_error,mastercard,0.753,2,10,3,1,250.43,1
10,24,60.21,55.31,insufficient_funds,visa,0.363,1,8,2,1,60.21,0
7,19,81.2,81.2,insufficient_funds,elo,0.645,2,22,1,1,81.2,1
2,13,126.61,125.31,insufficient_funds,visa,0.353,2,13,2,1,126.61,0
61,28,106.55,100.49,insufficient_funds,mastercard,0.764,0,9,1,4,485.28,1
37,23,167.2,179.05,generic_decline,visa,0.801,0,18,2,3,503.3,0
59,16,35.98,33.48,expired_card,visa,0.652,1,14,4,1,156.11,1
21,6,139.06,138.75,insufficient_funds,elo,0.755,1,11,6,2,214.89,1
3,19,50.56,49.67,processing_error,hipercard,0.6,1,22,0,2,50.56,0
0,18,86.06,85.2,expired_card,mastercard,0.526,0,21,6,2,86.06,0
0,21,445.69,454.62,insufficient_funds,mastercard,0.345,1,16,2,4,445.69,0
25,24,28.23,29.78,expired_card,visa,0.621,0,15,5,1,55.32,1
0,28,76.26,68.09,insufficient_funds,mastercard,0.44,2,8,4,2,76.26,0
43,28,31.5,29.5,expired_card,mastercard,0.685,0,15,5,1,97.43,0
12,19,111.99,121.16,processing_error,elo,0.38,1,14,0,1,111.99,1
1,29,248.03,278.37,insufficient_funds,mastercard,0.367,3,15,0,2,248.03,0
28,27,113.65,98.13,insufficient_funds,mastercard,0.684,1,14,0,1,205.31,1
58,1,88.12,76.84,expired_card,hipercard,0.734,2,16,1,1,351.59,1
6,19,318.12,359.52,do_not_honor,visa,0.284,3,16,4,2,318.12,0
3,6,131.1,117.25,insufficient_funds,mastercard,0.641,3,8,3,1,131.1,1
0,9,202.44,231.55,processing_error,mastercard,0.554,3,11,4,2,202.44,1
8,9,184.52,202.69,expired_card,visa,0.599,1,15,6,2,184.52,1
15,15,7.59,6.73,insufficient_funds,visa,0.683,4,22,0,2,7.59,1
12,1,91.31,80.42,insufficient_funds,mastercard,0.486,2,23,1,2,91.31,0
22,7,37.52,42.89,insufficient_funds,visa,0.694,3,16,1,1,69.72,0
1,2,46.79,43.35,insufficient_funds,amex,0.496,0,16,4,2,46.79,0
44,19,362.23,366.43,insufficient_funds,visa,0.862,3,16,0,1,1240.57,1
17,26,70.07,64.53,card_declined,visa,0.594,4,12,2,4,80.3,0
49,31,525.09,540.95,expired_card,mastercard,0.827,0,15,3,1,2057.94,1
12,15,27.99,30.85,expired_card,visa,0.466,0,16,0,1,27.99,0
42,8,37.33,39.09,insufficient_funds,visa,0.593,0,21,6,1,125.87,0
40,25,192.4,166.23,insufficient_funds,mastercard,0.668,0,13,6,3,507.92,1
25,4,72.18,74.24,do_not_honor,mastercard,0.509,1,11,5,2,137.91,1
3,30,128.43,134.63,do_not_honor,mastercard,0.412,4,9,3,2,128.43,0
17,22,88.47,80.53,card_declined,mastercard,0.625,2,13,3,1,100.2,0
20,16,86.12,92.89,insufficient_funds,mastercard,0.65,4,15,0,1,136.75,0
0,4,74.6,77.44,do_not_honor,elo,0.656,4,23,5,2,74.6,0
12,1,114.65,97.78,processing_error,visa,0.708,4,10,0,2,114.65,1
1,17,172.84,196.2,insufficient_funds,elo,0.257,2,4,4,2,172.84,0
11,13,410.14,403.44,insufficient_funds,visa,0.664,4,12,0,2,410.14,1
35,25,81.66,75.1,insufficient_funds,mastercard,0.801,1,17,5,3,198.96,0
68,19,68.91,60.36,card_declined,visa,0.722,3,23,3,1,324.94,1
13,14,61.45,59.14,expired_card,mastercard,0.681,3,18,0,1,61.45,0
62,7,360.69,339.89,insufficient_funds,visa,0.883,0,20,0,2,1668.29,1
2,15,180.48,169.54,insufficient_funds,visa,0.597,1,17,1,3,180.48,0
29,6,18.09,19.68,insufficient_funds,visa,0.49,1,23,6,3,42.72,0
2,20,17.4,18.16,expired_card,visa,0.576,2,16,0,2,17.4,0
